name	LROB1	CCIR1	MVUL	EAND	PECH	CMAT	NNAJ	LEYZ1	LIOC1	COCO1	WPIG	HNIP	HMED1	SBEN	TMUC1	CTEL	NROB1	LLON	PMAX	SNUD1	HCAR1	OXIA1	AVIR1	SYGR1	HINV1	PMEY1	AUJA1	PHRE1	PVOL1	ECRY	HMAN	TSTR1	PELO1	OFUS	MPIT1	MMIN1	RAND1
HOG00090557_71	-	-	MVUL.evm.TU.MV032006470, MVUL.evm.TU.MV032006440	-	-	-	-	-	-	-	-	-	-	-	TMUC1.DN2411_c3_g1_i1.p1	CTEL.gene-CAPTEDRAFT_70548, CTEL.gene-CAPTEDRAFT_137798, CTEL.gene-CAPTEDRAFT_95355, CTEL.gene-CAPTEDRAFT_139347	-	-	-	-	-	-	-	-	HINV1.DN49862_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	MPIT1.DN146663_c0_g1_i1.p1	-	-
HOG00081263_70	-	CCIR1.DN38303_c1_g1_i1.p1	-	-	-	-	-	-	-	COCO1.DN19521_c0_g2_i1.p1, COCO1.DN74157_c0_g1_i1.p1	-	-	-	SBEN.Sbene_G07748	-	-	NROB1.DN34196_c0_g1_i2.p1	-	-	-	HCAR1.DN11227_c1_g1_i1.p1	-	-	SYGR1.DN5313_c1_g1_i1.p1	HINV1.DN9001_c0_g1_i2.p1, HINV1.DN21061_c0_g1_i1.p1	-	AUJA1.DN30158_c0_g1_i1.p1	-	PVOL1.DN188_c1_g4_i1.p1	-	-	-	-	-	-	MMIN1.DN915_c0_g1_i2.p1	-
HOG00063166_68	-	-	-	-	-	-	-	-	-	COCO1.DN4570_c0_g1_i17.p1	-	-	-	-	-	-	NROB1.DN10821_c1_g1_i1.p1	-	-	-	-	OXIA1.DN55438_c0_g1_i1.p1	-	-	HINV1.DN6059_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	RAND1.DN14514_c0_g1_i6.p1, RAND1.DN4872_c0_g2_i11.p1, RAND1.DN9416_c0_g3_i3.p1
HOG00102618_73	LROB1.DN11640_c0_g2_i2.p1	CCIR1.DN10135_c0_g1_i1.p1	-	-	-	-	-	LEYZ1.DN5196_c0_g1_i1.p1	-	COCO1.DN10596_c0_g1_i14.p1	-	-	-	SBEN.Sbene_G00073	TMUC1.DN7315_c0_g1_i7.p1	CTEL.gene-CAPTEDRAFT_197625	-	LLON.gene_ENSLLNG00015019765	PMAX.gene-LOC117330667, PMAX.gene-LOC117316564	SNUD1.DN21528_c0_g1_i2.p1, SNUD1.DN9080_c0_g2_i2.p1	HCAR1.DN28893_c0_g1_i8.p1	OXIA1.DN9102_c2_g1_i4.p1	AVIR1.DN14822_c0_g1_i1.p1	SYGR1.DN50734_c1_g1_i10.p1, SYGR1.DN1616_c0_g1_i8.p1	-	PMEY1.DN5691_c0_g1_i1.p1	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS23553	-	MMIN1.DN9986_c0_g1_i6.p1	-
HOG00080988_70	-	CCIR1.DN48630_c0_g1_i1.p2, CCIR1.DN35300_c0_g1_i1.p1	-	-	-	-	-	-	-	COCO1.DN119441_c0_g1_i1.p1	-	-	-	-	TMUC1.DN43690_c0_g1_i1.p1	-	-	-	-	SNUD1.DN87204_c0_g1_i1.p1	HCAR1.DN32110_c0_g2_i1.p1	-	-	-	-	-	-	PHRE1.DN46800_c0_g1_i1.p1, PHRE1.DN30364_c0_g1_i1.p1	-	-	-	-	-	-	-	MMIN1.DN66315_c0_g1_i1.p1, MMIN1.DN58326_c0_g1_i1.p1	-
HOG00045746_64	-	-	-	-	-	-	-	-	-	COCO1.DN28263_c0_g2_i1.p1	-	-	HMED1.DN99750_c0_g1_i1.p2	-	-	-	-	-	-	-	-	-	-	-	HINV1.DN15251_c0_g1_i1.p1	-	-	PHRE1.DN45661_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-
HOG00051325_65	-	-	-	-	-	-	-	-	-	COCO1.DN13286_c0_g2_i14.p1, COCO1.DN21201_c0_g1_i13.p1	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_222884	NROB1.DN12482_c0_g1_i5.p1	-	-	-	-	-	-	-	-	-	-	-	PVOL1.DN27461_c0_g1_i1.p1, PVOL1.DN5419_c0_g1_i1.p1	ECRY.ECRY_004179	-	-	-	-	-	-	-
HOG00054761_67	LROB1.DN21019_c0_g1_i1.p1	-	-	-	-	-	-	-	-	COCO1.DN30461_c0_g2_i4.p1	-	-	-	SBEN.Sbene_G12558, SBEN.Sbene_G12873, SBEN.Sbene_G19119	-	-	NROB1.DN32047_c0_g1_i7.p1, NROB1.DN7316_c0_g1_i2.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	TSTR1.DN1380_c0_g1_i6.p1	-	-	-	-	-
HOG00045843_64	-	-	-	-	-	-	-	-	-	COCO1.DN27779_c0_g2_i3.p1, COCO1.DN26764_c0_g1_i2.p1	-	-	HMED1.DN12193_c3_g1_i1.p1	-	-	-	NROB1.DN5488_c0_g2_i3.p1, NROB1.DN37563_c1_g1_i2.p1	-	-	-	-	-	-	-	HINV1.DN5750_c0_g1_i4.p1	-	-	-	-	-	-	-	-	-	-	-	-
HOG00071818_68	LROB1.DN44167_c0_g1_i1.p1, LROB1.DN45639_c0_g1_i1.p1	CCIR1.DN100562_c0_g1_i1.p1	-	-	-	-	-	-	LIOC1.DN16370_c0_g2_i1.p1, LIOC1.DN19248_c0_g3_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	HINV1.DN18066_c0_g1_i1.p1	-	-	-	-	-	-	-	PELO1.DN12904_c0_g2_i1.p1	-	-	-	-
HOG00102668_73	LROB1.DN3809_c0_g1_i16.p1	CCIR1.DN4093_c1_g2_i3.p1	-	-	-	-	-	-	LIOC1.DN7478_c0_g1_i1.p1	COCO1.DN7338_c0_g1_i6.p1	-	-	HMED1.DN67605_c0_g1_i1.p1	-	TMUC1.DN8460_c0_g1_i6.p1	CTEL.gene-CAPTEDRAFT_229083	NROB1.DN2698_c0_g1_i1.p1	LLON.gene_ENSLLNG00015018757	PMAX.gene-LOC117328137	SNUD1.DN3808_c0_g1_i5.p1	HCAR1.DN7928_c0_g1_i1.p1	-	AVIR1.DN4779_c0_g1_i1.p1	SYGR1.DN6425_c0_g1_i1.p1	HINV1.DN8939_c0_g1_i1.p1	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS23770	MPIT1.DN44917_c0_g1_i2.p1	MMIN1.DN1094_c0_g1_i1.p1	-
HOG00100271_73	LROB1.DN11797_c0_g2_i1.p1	-	-	-	PECH.PE_Scaf3520_3.14	-	-	LEYZ1.DN5036_c0_g1_i3.p1	-	-	-	-	-	SBEN.Sbene_G14229	-	CTEL.gene-CAPTEDRAFT_175073	NROB1.DN19256_c0_g1_i1.p1	LLON.gene_ENSLLNG00015000237	PMAX.gene-LOC117338996	SNUD1.DN14815_c0_g1_i3.p1	HCAR1.DN40055_c0_g1_i1.p1	OXIA1.DN45980_c0_g1_i1.p1	AVIR1.DN9363_c0_g1_i2.p1	-	HINV1.DN33767_c0_g1_i1.p1	PMEY1.DN13769_c0_g1_i3.p1	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS20212	MPIT1.DN5300_c0_g1_i1.p1	MMIN1.DN46922_c0_g1_i4.p2	-
HOG00062960_68	-	-	-	-	-	-	-	LEYZ1.DN6540_c0_g4_i1.p1	LIOC1.DN7004_c0_g2_i1.p1	COCO1.DN55181_c0_g2_i4.p1	-	-	-	-	TMUC1.DN16492_c1_g1_i4.p1	-	NROB1.DN9992_c0_g1_i2.p1	-	-	-	-	OXIA1.DN4722_c0_g1_i2.p1	AVIR1.DN3927_c0_g1_i1.p1	SYGR1.DN13581_c0_g1_i12.p1	HINV1.DN1742_c0_g1_i3.p1	-	AUJA1.DN4380_c0_g1_i3.p1	PHRE1.DN2090_c0_g3_i3.p1	-	-	-	-	-	-	-	-	-
HOG00085798_71	-	-	-	-	-	-	-	LEYZ1.DN38435_c0_g1_i1.p1, LEYZ1.DN51875_c0_g1_i1.p1	LIOC1.DN40680_c0_g1_i1.p1, LIOC1.DN12787_c0_g1_i1.p1, LIOC1.DN14954_c0_g1_i1.p1	-	-	-	-	-	TMUC1.DN30259_c0_g1_i1.p1, TMUC1.DN36397_c0_g1_i1.p1, TMUC1.DN17152_c1_g1_i1.p1	CTEL.gene-CAPTEDRAFT_41768, CTEL.gene-CAPTEDRAFT_119714, CTEL.gene-CAPTEDRAFT_97200, CTEL.gene-CAPTEDRAFT_40445, CTEL.gene-CAPTEDRAFT_108335, CTEL.gene-CAPTEDRAFT_88338, CTEL.gene-CAPTEDRAFT_126136	-	-	-	-	-	OXIA1.DN57466_c0_g1_i1.p1	AVIR1.DN69623_c0_g1_i1.p1	SYGR1.DN19980_c0_g1_i1.p1, SYGR1.DN49646_c0_g1_i3.p1, SYGR1.DN60769_c1_g1_i1.p1	HINV1.DN42692_c0_g1_i1.p1	-	-	-	PVOL1.DN180_c6_g1_i1.p1	-	-	-	-	-	MPIT1.DN160327_c0_g1_i1.p1, MPIT1.DN31863_c0_g1_i1.p1, MPIT1.DN162115_c0_g1_i1.p1	MMIN1.DN13070_c1_g1_i1.p1, MMIN1.DN13350_c0_g1_i2.p1, MMIN1.DN40057_c0_g1_i1.p1	-
HOG00076044_69	-	-	-	-	-	-	-	LEYZ1.DN8410_c0_g1_i2.p1	LIOC1.DN65603_c0_g1_i1.p1	COCO1.DN4538_c0_g1_i1.p1	-	-	HMED1.DN21944_c0_g1_i1.p1	-	-	CTEL.gene-CAPTEDRAFT_134815	-	-	-	SNUD1.DN9382_c2_g1_i2.p1, SNUD1.DN6408_c0_g1_i2.p1	HCAR1.DN12970_c0_g1_i1.p1	OXIA1.DN46094_c0_g1_i1.p1	AVIR1.DN3602_c0_g1_i4.p1, AVIR1.DN14899_c0_g1_i1.p1, AVIR1.DN694_c6_g1_i1.p1, AVIR1.DN3308_c0_g1_i1.p1	SYGR1.DN48148_c0_g2_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00046371_64	-	-	-	-	-	-	-	-	-	COCO1.DN1122_c0_g1_i7.p1	-	-	HMED1.DN12081_c0_g1_i1.p1	-	-	-	NROB1.DN21313_c0_g1_i1.p1	-	-	-	-	-	-	-	HINV1.DN13039_c0_g2_i2.p1	-	-	-	-	-	-	-	-	-	-	-	-
HOG00063223_68	-	-	-	-	-	-	-	LEYZ1.DN6343_c0_g1_i1.p1	-	COCO1.DN13168_c0_g1_i9.p1	-	-	-	-	-	-	NROB1.DN9494_c0_g1_i1.p1	-	-	-	-	OXIA1.DN7579_c0_g1_i2.p1	AVIR1.DN7315_c0_g1_i10.p1, AVIR1.DN5952_c0_g1_i2.p1	SYGR1.DN39032_c1_g1_i6.p1, SYGR1.DN20474_c0_g1_i3.p1	-	-	-	-	-	-	-	-	PELO1.DN9489_c0_g2_i1.p1	-	-	-	-
HOG00046291_64	-	-	-	-	-	-	-	-	-	COCO1.DN184129_c0_g1_i1.p1, COCO1.DN70973_c0_g1_i1.p2	-	-	HMED1.DN98420_c0_g1_i1.p1	-	-	-	NROB1.DN24822_c0_g2_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00108580_73	-	CCIR1.DN1678_c2_g1_i3.p1	-	-	PECH.PE_Scaf279_1.2	-	-	-	LIOC1.DN4734_c0_g2_i2.p1	COCO1.DN4559_c0_g2_i5.p1	-	-	-	SBEN.Sbene_G01529	TMUC1.DN7746_c1_g1_i2.p1	CTEL.gene-CAPTEDRAFT_101041, CTEL.gene-CAPTEDRAFT_188754	NROB1.DN6346_c0_g2_i1.p1	LLON.gene_ENSLLNG00015012427	-	SNUD1.DN12074_c0_g1_i9.p1	-	OXIA1.DN10212_c0_g1_i4.p1	AVIR1.DN12245_c1_g1_i1.p1	SYGR1.DN33839_c0_g1_i1.p1	HINV1.DN5747_c0_g1_i4.p1	-	-	-	-	-	-	-	-	-	-	-	RAND1.DN45650_c0_g1_i1.p1, RAND1.DN54552_c0_g1_i1.p1
HOG00078585_69	LROB1.DN41598_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	TMUC1.DN25812_c0_g1_i1.p1	-	NROB1.DN70372_c0_g1_i1.p1	-	-	-	HCAR1.DN51888_c0_g2_i1.p1, HCAR1.DN31140_c0_g1_i1.p1	-	-	-	HINV1.DN37654_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	RAND1.DN32308_c0_g2_i1.p1
HOG00055754_67	LROB1.DN15372_c0_g2_i11.p1	CCIR1.DN5059_c0_g1_i1.p1	-	-	PECH.PE_Scaf6206_0.6	-	-	-	-	COCO1.DN5069_c1_g1_i2.p1	-	-	HMED1.DN18058_c0_g1_i2.p1	-	TMUC1.DN2710_c0_g1_i15.p1	CTEL.gene-CAPTEDRAFT_225327	NROB1.DN965_c0_g1_i8.p1	-	-	-	-	-	-	-	HINV1.DN1514_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-
HOG00055564_67	LROB1.DN12802_c0_g1_i4.p1, LROB1.DN9176_c0_g2_i1.p1, LROB1.DN7449_c0_g2_i19.p1	CCIR1.DN31469_c0_g1_i2.p1, CCIR1.DN39140_c0_g1_i1.p1	-	-	PECH.PE_Scaf10251_0.7	-	-	-	-	-	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_135521, CTEL.gene-CAPTEDRAFT_91864, CTEL.gene-CAPTEDRAFT_204661	-	-	-	-	-	-	-	-	HINV1.DN6070_c0_g2_i1.p1	-	-	PHRE1.DN4134_c0_g2_i4.p1	-	-	-	-	-	-	-	-	-
HOG00103025_73	LROB1.DN39339_c0_g1_i2.p1	CCIR1.DN8524_c0_g1_i2.p1	-	-	-	-	-	LEYZ1.DN3693_c6_g1_i1.p1	LIOC1.DN1733_c0_g1_i4.p1	COCO1.DN2404_c1_g1_i10.p2	-	-	-	SBEN.Sbene_G18494	-	CTEL.gene-CAPTEDRAFT_201269, CTEL.gene-CAPTEDRAFT_221306	NROB1.DN2995_c0_g1_i1.p1	LLON.gene_ENSLLNG00015019771	PMAX.gene-LOC117340067, PMAX.gene-LOC117339041	SNUD1.DN9861_c0_g1_i1.p1	HCAR1.DN45201_c0_g2_i1.p1	OXIA1.DN2404_c1_g1_i3.p1	AVIR1.DN3945_c0_g1_i2.p1	SYGR1.DN2740_c0_g1_i1.p1	HINV1.DN42182_c0_g1_i1.p1	-	-	PHRE1.DN5276_c0_g1_i1.p1	-	-	-	-	-	OFUS.gene-OFUS_LOCUS9421	-	MMIN1.DN3332_c0_g1_i7.p1	-
HOG00049259_65	-	-	-	-	-	-	-	-	-	-	-	-	-	-	TMUC1.DN73137_c0_g1_i1.p1	-	NROB1.DN34981_c0_g1_i1.p1	-	-	-	-	-	-	-	HINV1.DN15550_c0_g1_i1.p1	PMEY1.DN8388_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	RAND1.DN46236_c0_g1_i1.p1
HOG00046776_64	-	-	-	EAND.evm.TU.Chr02.2220	-	-	-	-	-	COCO1.DN14377_c0_g1_i3.p1, COCO1.DN109964_c0_g1_i2.p1	-	-	-	-	-	-	NROB1.DN28915_c0_g2_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00051545_65	-	-	-	-	-	-	-	-	-	COCO1.DN6784_c0_g1_i2.p2	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_91778	NROB1.DN57818_c0_g1_i1.p1	-	-	-	-	-	-	-	HINV1.DN26011_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	RAND1.DN59463_c0_g1_i1.p1
HOG00103774_73	LROB1.DN2205_c0_g1_i19.p1	CCIR1.DN666_c0_g1_i12.p1	-	-	PECH.PE_Scaf7170_4.7	-	-	LEYZ1.DN2630_c0_g2_i4.p1	LIOC1.DN4417_c0_g1_i1.p1	COCO1.DN126_c0_g3_i2.p1	-	-	-	-	TMUC1.DN8314_c0_g1_i7.p1	CTEL.gene-CAPTEDRAFT_225336	NROB1.DN5526_c0_g1_i2.p1	LLON.gene_ENSLLNG00015022169	PMAX.gene-LOC117331698	SNUD1.DN376_c0_g3_i1.p1	HCAR1.DN4206_c0_g1_i1.p1	OXIA1.DN3445_c0_g1_i2.p1	AVIR1.DN184_c0_g1_i1.p1	SYGR1.DN838_c0_g1_i6.p1	HINV1.DN35992_c0_g1_i1.p1	PMEY1.DN1734_c0_g1_i15.p1	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS10166	-	MMIN1.DN2665_c0_g1_i7.p1	-
HOG00089753_71	LROB1.DN27063_c0_g2_i1.p1	-	-	-	PECH.PE_Scaf3902_0.2	-	-	-	-	-	-	-	-	-	TMUC1.DN30948_c0_g1_i6.p1, TMUC1.DN55501_c1_g2_i1.p1	-	-	-	-	-	-	-	-	-	HINV1.DN11327_c0_g1_i1.p1, HINV1.DN3440_c1_g1_i2.p1	-	-	-	PVOL1.DN46910_c0_g1_i1.p1	-	-	-	-	-	MPIT1.DN26408_c0_g3_i1.p1	-	-
HOG00062122_68	LROB1.DN12648_c0_g1_i2.p1	CCIR1.DN88350_c0_g1_i1.p1	-	EAND.evm.TU.Chr02.885	-	-	-	-	-	COCO1.DN21524_c0_g1_i3.p1, COCO1.DN36110_c0_g1_i1.p1, COCO1.DN1870_c0_g2_i1.p1	-	-	-	-	-	-	NROB1.DN17756_c0_g1_i2.p1	-	-	-	-	OXIA1.DN69397_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00099956_73	LROB1.DN7160_c0_g1_i4.p1	CCIR1.DN7976_c1_g1_i14.p1	-	-	PECH.PE_Scaf2145_3.4	-	-	LEYZ1.DN10102_c1_g1_i2.p1	LIOC1.DN9460_c0_g1_i5.p1	COCO1.DN8452_c0_g1_i6.p1	-	-	-	-	TMUC1.DN33778_c0_g1_i2.p1	CTEL.gene-CAPTEDRAFT_218782	NROB1.DN3406_c0_g1_i15.p1	LLON.gene_ENSLLNG00015003303	PMAX.gene-LOC117334291	SNUD1.DN8554_c2_g1_i4.p1	HCAR1.DN82352_c1_g1_i3.p1	-	AVIR1.DN2659_c1_g1_i1.p1	SYGR1.DN3046_c0_g1_i3.p1	HINV1.DN6088_c0_g3_i1.p1	PMEY1.DN3961_c0_g2_i4.p1	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS19847	-	MMIN1.DN5571_c0_g1_i58.p1	RAND1.DN13724_c0_g2_i1.p1, RAND1.DN50186_c0_g1_i1.p1
HOG00097407_72	-	-	-	-	PECH.PE_Scaf5037_2.5, PECH.PE_Scaf6468_4.5	-	-	-	-	COCO1.DN35038_c9_g1_i1.p1	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_184958	-	-	PMAX.gene-LOC117344456, PMAX.gene-LOC117332621	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	MMIN1.DN3812_c0_g1_i1.p1	RAND1.DN6664_c0_g1_i1.p1
HOG00045194_64	-	-	-	-	-	CMAT.FUN_006175	-	-	-	COCO1.DN5651_c3_g1_i8.p5, COCO1.DN30167_c0_g1_i1.p3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PVOL1.DN5006_c1_g1_i1.p3	-	-	-	-	-	-	-	-
HOG00045476_64	-	-	-	-	-	-	-	-	-	COCO1.DN12947_c0_g1_i3.p3, COCO1.DN49615_c0_g1_i4.p1	WPIG.evm.TU.Chr6.602	-	HMED1.DN13427_c0_g1_i3.p2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00100496_73	-	-	-	-	-	-	-	-	LIOC1.DN10117_c0_g2_i9.p1	COCO1.DN164_c2_g2_i4.p1, COCO1.DN7993_c0_g1_i1.p1, COCO1.DN103497_c0_g1_i1.p1, COCO1.DN213310_c0_g1_i1.p1	-	-	-	-	TMUC1.DN8958_c0_g1_i6.p1	CTEL.gene-CAPTEDRAFT_226671, CTEL.gene-CAPTEDRAFT_208000, CTEL.gene-CAPTEDRAFT_220668, CTEL.gene-CAPTEDRAFT_202739	NROB1.DN11198_c1_g1_i1.p1, NROB1.DN45132_c0_g1_i1.p1, NROB1.DN645_c0_g1_i3.p1	LLON.gene_ENSLLNG00015010366, LLON.gene_ENSLLNG00015013268, LLON.gene_ENSLLNG00015003393	PMAX.gene-LOC117322178, PMAX.gene-LOC117342969, PMAX.gene-LOC117342959	-	HCAR1.DN68433_c1_g1_i1.p1, HCAR1.DN8723_c0_g1_i3.p1	-	AVIR1.DN13162_c0_g1_i1.p1, AVIR1.DN2694_c0_g1_i3.p1	-	HINV1.DN4504_c0_g1_i2.p1	PMEY1.DN8737_c0_g2_i2.p1	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS4041, OFUS.gene-OFUS_LOCUS6352, OFUS.gene-OFUS_LOCUS25281	-	MMIN1.DN2904_c0_g2_i7.p1	-
HOG00098702_72	LROB1.DN30921_c0_g1_i1.p1, LROB1.DN19048_c0_g4_i1.p1	CCIR1.DN31506_c1_g1_i2.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	NROB1.DN56522_c0_g1_i1.p1	-	PMAX.gene-LOC117336541, PMAX.gene-LOC117320446	-	-	-	-	-	HINV1.DN33165_c0_g1_i1.p2	-	-	PHRE1.DN3434_c0_g1_i2.p1	-	-	-	TSTR1.DN12378_c0_g1_i2.p1	-	-	-	-	-
HOG00104842_73	LROB1.DN32576_c0_g2_i6.p1	CCIR1.DN19213_c0_g1_i15.p1	-	EAND.evm.TU.Chr05.1752	-	-	-	LEYZ1.DN5170_c0_g1_i6.p1	LIOC1.DN4723_c0_g2_i4.p1	COCO1.DN3355_c1_g1_i28.p1, COCO1.DN3355_c0_g1_i7.p1	-	-	HMED1.DN5415_c0_g1_i5.p1	-	-	CTEL.gene-CAPTEDRAFT_226462	-	LLON.gene_ENSLLNG00015016900, LLON.gene_ENSLLNG00015003820, LLON.gene_ENSLLNG00015001311	PMAX.gene-LOC117333149	SNUD1.DN9507_c0_g1_i7.p1	HCAR1.DN267_c7_g2_i2.p1	OXIA1.DN6116_c0_g2_i6.p1	AVIR1.DN53_c0_g1_i5.p1	SYGR1.DN3684_c0_g1_i8.p1	HINV1.DN18416_c0_g1_i2.p1	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS20225	-	MMIN1.DN8380_c0_g1_i7.p1	-
HOG00046370_64	-	-	-	-	-	-	-	-	-	COCO1.DN29718_c5_g1_i1.p2, COCO1.DN22466_c0_g1_i1.p2, COCO1.DN39722_c0_g1_i1.p3	-	-	HMED1.DN23619_c0_g1_i3.p2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00045601_64	-	-	-	-	-	-	-	-	-	COCO1.DN49986_c0_g1_i1.p3, COCO1.DN63668_c0_g1_i5.p1, COCO1.DN2641_c1_g1_i4.p3, COCO1.DN71148_c0_g1_i1.p3	-	-	HMED1.DN35540_c0_g1_i3.p2	-	-	-	NROB1.DN10307_c0_g1_i1.p3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00069532_68	-	-	-	-	-	-	-	-	LIOC1.DN17328_c0_g7_i1.p2	-	-	-	HMED1.DN118294_c0_g1_i1.p1, HMED1.DN36290_c2_g1_i1.p1	-	TMUC1.DN44676_c1_g1_i1.p2	-	-	-	-	-	-	-	-	SYGR1.DN31598_c0_g2_i1.p1	HINV1.DN28014_c0_g1_i1.p1	-	-	-	-	-	-	-	PELO1.DN46128_c0_g1_i1.p1	-	-	-	-
HOG00097740_72	-	-	MVUL.evm.TU.MV009005880	-	-	-	-	LEYZ1.DN20072_c1_g1_i1.p1	-	-	-	-	-	SBEN.Sbene_G14820	-	CTEL.gene-CAPTEDRAFT_157997	NROB1.DN9684_c0_g1_i3.p1	-	PMAX.gene-LOC117334614	SNUD1.DN5269_c0_g1_i7.p1	HCAR1.DN1029_c2_g2_i1.p1	-	AVIR1.DN6230_c0_g1_i1.p1	SYGR1.DN20383_c0_g1_i3.p1	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00107953_73	-	-	-	-	-	-	-	LEYZ1.DN6460_c0_g1_i1.p1	LIOC1.DN10069_c1_g1_i2.p1	-	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_215733	NROB1.DN10690_c0_g1_i1.p1	LLON.gene_ENSLLNG00015021978	-	SNUD1.DN10064_c0_g1_i4.p1	HCAR1.DN135451_c0_g2_i1.p1	OXIA1.DN3992_c0_g1_i1.p1	AVIR1.DN11646_c2_g1_i1.p1	SYGR1.DN6539_c3_g1_i7.p1	HINV1.DN25056_c0_g1_i1.p1	-	-	-	-	-	-	-	PELO1.DN20302_c0_g2_i1.p1	OFUS.gene-OFUS_LOCUS12104	-	MMIN1.DN6997_c0_g1_i9.p1	-
HOG00077997_69	-	-	-	-	-	-	-	-	-	-	-	-	HMED1.DN35582_c0_g1_i1.p1, HMED1.DN1829_c0_g1_i29.p1, HMED1.DN823_c0_g1_i10.p1, HMED1.DN25227_c0_g1_i1.p1	-	-	-	-	-	-	-	HCAR1.DN23640_c0_g1_i2.p1	-	-	SYGR1.DN165078_c0_g1_i1.p1	HINV1.DN32320_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-
HOG00062150_68	LROB1.DN10065_c0_g3_i2.p1	CCIR1.DN32830_c0_g1_i2.p1	-	-	PECH.PE_Scaf1339_3.5	-	-	-	-	-	-	-	-	-	TMUC1.DN21124_c0_g1_i1.p1	-	NROB1.DN22399_c1_g1_i1.p1	-	-	-	-	OXIA1.DN2299_c0_g1_i2.p1	AVIR1.DN18046_c0_g1_i2.p1	-	HINV1.DN32499_c0_g1_i1.p1	-	AUJA1.DN3360_c0_g1_i2.p1	-	-	-	-	-	-	-	-	-	-
HOG00095612_72	LROB1.DN3162_c0_g5_i2.p1	-	-	-	-	-	-	LEYZ1.DN20069_c0_g2_i1.p1	-	COCO1.DN3031_c2_g1_i11.p2	-	-	HMED1.DN18313_c0_g2_i6.p2	-	TMUC1.DN46051_c0_g1_i1.p1	-	-	-	PMAX.gene-LOC117329303	SNUD1.DN432_c0_g1_i7.p1	HCAR1.DN4588_c0_g1_i1.p1, HCAR1.DN10876_c1_g1_i2.p1	OXIA1.DN46920_c0_g1_i1.p1	-	SYGR1.DN7706_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS5045	MPIT1.DN6252_c0_g1_i11.p1	MMIN1.DN7718_c0_g1_i2.p1	-
HOG00105733_73	-	CCIR1.DN4165_c0_g1_i10.p1	-	-	-	-	-	LEYZ1.DN2135_c1_g1_i3.p1	LIOC1.DN19968_c0_g1_i8.p1	COCO1.DN15704_c0_g1_i23.p1	-	-	-	-	-	-	-	LLON.gene_ENSLLNG00015006567	PMAX.gene-LOC117345139	-	HCAR1.DN16735_c0_g1_i1.p1	-	AVIR1.DN39987_c0_g1_i1.p1	SYGR1.DN26572_c0_g1_i4.p1	-	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS1720	-	-	RAND1.DN5141_c0_g1_i3.p1
